Permit #,Establishment Name,Address,Date,Inspection Type,Food or Retail,Score,Violations,ScrapeDate,Page,Table,SourceFile,Category,Violation Code,Violation Explanation
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2024-10-14,REGULAR,FOOD,97.0,55,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,55,Garbage/refuse properly disposed; facilities maintained
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2024-10-14,REGULAR,FOOD,97.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2024-10-14,REGULAR,RETAIL,97.0,50,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2024-10-14,REGULAR,RETAIL,97.0,55,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,55,Garbage/refuse properly disposed; facilities maintained
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2024-10-14,REGULAR,RETAIL,97.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2025-04-07,REGULAR,FOOD,97.0,50,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2025-04-07,REGULAR,FOOD,97.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2025-04-07,REGULAR,FOOD,97.0,57,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,57,Adequate ventilation and lighting
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2025-04-07,REGULAR,RETAIL,97.0,50,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2025-04-07,REGULAR,RETAIL,97.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
62183,CIRCLE K #3211,3470 RICHMOND ROAD,2025-04-07,REGULAR,RETAIL,97.0,57,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,57,Adequate ventilation and lighting
30941,CIRCLE K #3214,3469 BUCKHORN DR,2024-10-14,REGULAR,RETAIL,95.0,48,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
30941,CIRCLE K #3214,3469 BUCKHORN DR,2024-10-14,REGULAR,RETAIL,95.0,50,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
30941,CIRCLE K #3214,3469 BUCKHORN DR,2024-10-14,REGULAR,RETAIL,95.0,51,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",51,Hot and cold water available; adequate pressure; plumbing maintained
30941,CIRCLE K #3214,3469 BUCKHORN DR,2024-10-14,REGULAR,RETAIL,95.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30941,CIRCLE K #3214,3469 BUCKHORN DR,2024-10-14,REGULAR,FOOD,98.0,45,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
30941,CIRCLE K #3214,3469 BUCKHORN DR,2024-10-14,REGULAR,FOOD,98.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30941,CIRCLE K #3214,3469 BUCKHORN DR,2025-04-03,REGULAR,RETAIL,99.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30941,CIRCLE K #3214,3469 BUCKHORN DR,2025-04-03,REGULAR,FOOD,99.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,FOLLOWUP,RETAIL,97.0,13,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Approved Source,13,"Food in good condition, safe, and unadulterated"
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,FOLLOWUP,RETAIL,97.0,57,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,57,Adequate ventilation and lighting
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,REGULAR,FOOD,96.0,6,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,REGULAR,FOOD,96.0,46,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,REGULAR,FOOD,96.0,57,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,57,Adequate ventilation and lighting
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,FOLLOWUP,RETAIL,99.0,57,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,57,Adequate ventilation and lighting
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,FOLLOWUP,FOOD,98.0,46,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2024-10-03,FOLLOWUP,FOOD,98.0,57,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,57,Adequate ventilation and lighting
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2025-04-03,REGULAR,RETAIL,97.0,48,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2025-04-03,REGULAR,RETAIL,97.0,54,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,54,"Toilet facilities: properly constructed, supplied, cleaned"
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2025-04-03,REGULAR,FOOD,97.0,10,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Preventing Contamination by Hands,10,Adequate hand washing facilities supplied and accessible
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2025-04-03,REGULAR,FOOD,97.0,40,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,40,Personal cleanliness; hair restraints
30944,CIRCLE K #3302,3130 PIMLICO PARKWAY,2025-04-03,REGULAR,FOOD,97.0,57,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,57,Adequate ventilation and lighting
31984,CITGO FOOD MART,705 LOUDON AVENUE,2024-09-24,REGULAR,RETAIL,98.0,39,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,39,"Contamination prevented during food preparation, storage and display"
31984,CITGO FOOD MART,705 LOUDON AVENUE,2024-09-24,REGULAR,RETAIL,98.0,46,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
31984,CITGO FOOD MART,705 LOUDON AVENUE,2024-09-24,REGULAR,FOOD,98.0,39,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,39,"Contamination prevented during food preparation, storage and display"
31984,CITGO FOOD MART,705 LOUDON AVENUE,2024-09-24,REGULAR,FOOD,98.0,46,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
31984,CITGO FOOD MART,705 LOUDON AVENUE,2025-04-07,REGULAR,FOOD,98.0,39,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,39,"Contamination prevented during food preparation, storage and display"
31984,CITGO FOOD MART,705 LOUDON AVENUE,2025-04-07,REGULAR,FOOD,98.0,50,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
31984,CITGO FOOD MART,705 LOUDON AVENUE,2025-04-07,REGULAR,RETAIL,97.0,21,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,21,Proper cold holding temperatures
31984,CITGO FOOD MART,705 LOUDON AVENUE,2025-04-21,FOLLOWUP,RETAIL,100.0,,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,,,
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,6,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,19,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,19,Proper cooking time and temperature
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,29,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Chemicals,29,"Toxic substances properly identified, stored, used"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,34,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Temperature Control,34,Proper cooling methods used; adequate equipment for temperature control
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,46,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,48,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,49,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",49,"Ware washing facilities: installed, maintained, used, test strips"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,50,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,52,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",52,Plumbing installed; proper backflow devices
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,56,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-09-17,REGULAR,FOOD,82.0,58,2025-10-06,14,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,58,"Insects, rodents and animals not present"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2024-10-01,FOLLOWUP,FOOD,99.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2025-01-15,REGULAR,FOOD,98.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
90866,CITY BARBEQUE,3292 RICHMOND RD.,2025-01-15,REGULAR,FOOD,98.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2025-05-28,REGULAR,FOOD,96.0,48,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
90866,CITY BARBEQUE,3292 RICHMOND RD.,2025-05-28,REGULAR,FOOD,96.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
90866,CITY BARBEQUE,3292 RICHMOND RD.,2025-05-28,REGULAR,FOOD,96.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2024-09-11,REGULAR,FOOD,94.0,25,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,25,Proper date marking and disposition
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2024-09-11,REGULAR,FOOD,94.0,48,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2024-09-11,REGULAR,FOOD,94.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2024-09-11,REGULAR,FOOD,94.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2024-09-11,FOLLOWUP,FOOD,96.0,48,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2024-09-11,FOLLOWUP,FOOD,96.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2024-09-11,FOLLOWUP,FOOD,96.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,21,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,21,Proper cold holding temperatures
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,40,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,40,Personal cleanliness; hair restraints
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,41,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,45,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,51,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",51,Hot and cold water available; adequate pressure; plumbing maintained
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,55,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,55,Garbage/refuse properly disposed; facilities maintained
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-03-25,REGULAR,FOOD,90.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-04-08,FOLLOWUP,FOOD,98.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
96527,CITY BARBEQUE,2187 HARRODSBURG RD,2025-04-08,FOLLOWUP,FOOD,98.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,FOLLOWUP,FOOD,93.0,41,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,FOLLOWUP,FOOD,93.0,45,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,FOLLOWUP,FOOD,93.0,48,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,FOLLOWUP,FOOD,93.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,FOLLOWUP,FOOD,93.0,54,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,54,"Toilet facilities: properly constructed, supplied, cleaned"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,FOLLOWUP,FOOD,93.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,6,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,25,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,25,Proper date marking and disposition
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,41,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,41,Wiping cloths: properly used and stored
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,45,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,45,"Utensil, equipment and linens: properly stored, dried, handled"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,48,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,54,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,54,"Toilet facilities: properly constructed, supplied, cleaned"
31107,CLAMATO'S,2304 VERSAILLES RD,2024-10-21,REGULAR,FOOD,89.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
31107,CLAMATO'S,2304 VERSAILLES RD,2025-02-13,REGULAR,FOOD,95.0,48,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
31107,CLAMATO'S,2304 VERSAILLES RD,2025-02-13,REGULAR,FOOD,95.0,49,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",49,"Ware washing facilities: installed, maintained, used, test strips"
31107,CLAMATO'S,2304 VERSAILLES RD,2025-02-13,REGULAR,FOOD,95.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
31107,CLAMATO'S,2304 VERSAILLES RD,2025-02-13,REGULAR,FOOD,95.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,RETAIL,100.0,,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,,,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,18,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,18,Food-contact surfaces: cleaned and sanitized
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,34,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Temperature Control,34,Proper cooling methods used; adequate equipment for temperature control
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,36,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Food Temperature Control,36,Approved thawing methods used
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,46,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Proper Use of Utensils,46,"Single use/single service articles: properly stored, used"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,49,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",49,"Ware washing facilities: installed, maintained, used, test strips"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,50,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",50,Nonfood-contact surfaces clean
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,51,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Water, Plumbing and Waste",51,Hot and cold water available; adequate pressure; plumbing maintained
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-10-28,REGULAR,FOOD,90.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2024-11-11,FOLLOWUP,FOOD,100.0,,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,,,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-02-21,REGULAR,RETAIL,100.0,,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,,,
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-02-21,REGULAR,FOOD,94.0,18,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,18,Food-contact surfaces: cleaned and sanitized
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-02-21,REGULAR,FOOD,94.0,48,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,"Utensils, Equipment and Vending",48,"Food and nonfood-contact surfaces cleanable, properly designed, constructed, and used"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-02-21,REGULAR,FOOD,94.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-03-10,FOLLOWUP,FOOD,92.0,18,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,18,Food-contact surfaces: cleaned and sanitized
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-03-10,FOLLOWUP,FOOD,92.0,21,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,21,Proper cold holding temperatures
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-03-10,FOLLOWUP,FOOD,92.0,39,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Prevention of Food Contamination,39,"Contamination prevented during food preparation, storage and display"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-03-10,FOLLOWUP,FOOD,92.0,56,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Physical Facilities,56,"Physical facilities installed, maintained and clean"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-06-24,REGULAR,FOOD,79.0,6,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Good Hygienic Practices,6,"Proper eating, tasting, drinking, or tobacco use"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-06-24,REGULAR,FOOD,79.0,8,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Preventing Contamination by Hands,8,Hands clean and properly washed
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-06-24,REGULAR,FOOD,79.0,13,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Approved Source,13,"Food in good condition, safe, and unadulterated"
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-06-24,REGULAR,FOOD,79.0,18,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Protection from Contamination,18,Food-contact surfaces: cleaned and sanitized
31312,CLARION HOTEL,1950 NEWTOWN PIKE,2025-06-24,REGULAR,FOOD,79.0,21,2025-10-06,15,1,Food-Retail_Inspections-06.2024-06.2025.pdf,Time/Temperature Control for Safety,21,Proper cold holding temperatures
