Permit #,Establishment Name,Address,Zip,Est Type,First Seen,Last Seen,Inspections
34387,KROGER FIELD KITCHEN  SUITE 509 UPPER,1540 UNIVERSITY DR,40506,605,2005-10-29,2025-10-18,68
34395,KROGER FIELD FUNNEL CAKE 2 GATE LOWER,1540 UNIVERSITY DRIVE,40506,605,2005-10-29,2025-10-18,72
34400,KROGER FIELD VENDOR COMMISSIONARY #219,1540 UNIVERSITY DR,40506,605,2005-10-29,2025-10-18,56
34408,KROGER FIELD CONCESSION #119,1540 UNIVERSITY DR,40506,605,2005-10-29,2025-10-18,102
34409,KROGER FIELD CONCESSION #111,1540 UNIVERSITY DR,40506,605,2005-10-29,2025-10-18,98
34427,KROGER FIELD KETTLE KORN GATE 12 UPPER LEVEL,1540 UNIVERSITY DR,40506,603,2005-10-29,2023-09-16,62
34431,CAFE SOUTH @ BAPTIST HEALTH HOSPITAL,1740 NICHOLASVILLE RD,40503,605,2005-03-15,2021-04-26,61
35287,CHINOE PUB,1050 -C  E CHINOE RD,40502,11,2005-03-03,2025-11-24,112
35696,MURPHY'S BAR & GRILL,5532 ATHENS-BOONESBORO ROAD,40509,605,2005-01-06,2016-06-30,47
35716,SOUTH VAN EVENTS,753 E 7TH ST,40505,605,2005-03-10,2015-08-06,30
35742,TOWNHOUSES OF MERRICK - OUTDOOR TRANSYLVANIA UNIVERSITY - INDOOR,,40502,TRANSYLVANIA UNIVERSITY - INDOOR,2025-07-23,2025-07-23,1
35744,THE VUE LEXINGTON - INDOOR,,40504,INDOOR,2025-12-19,2025-12-19,1
35745,THE VUE LEXINGTON - OUTDOOR,,40504,OUTDOOR,2025-09-10,2025-09-10,1
35752,MAA VILLAGE - OUTDOOR,,40517,,2025-08-13,2025-08-13,1
35754,WALLER PLACE - OUTDOOR,,40504,,2025-07-21,2025-07-21,1
35758,WINAMERE TOWNHOMES ASSN. - OUTDOOR WOLF RUN CONDOMINIUM - OUTDOOR,,40517,WOLF RUN CONDOMINIUM - OUTDOOR,2025-08-29,2025-08-29,1
35766,YMCA NO. 1,,40507,,2025-12-17,2025-12-17,1
35799,MARATHON FOOD MART,1201 SOUTH BROADWAY,40504,607,2005-01-19,2025-09-12,179
35806,THE MANSION APARTMENTS - OUTDOOR,,40503,- OUTDOOR,2025-09-03,2025-09-03,1
35809,LAKES EDGE CONDOMINIUM - OUTDOOR,,40502,- OUTDOOR,2025-07-23,2025-07-23,1
35840,JIMMY JOHN'S GOURMET SANDWICH,385 S LIMESTONE ST,40508,605,2005-05-03,2018-04-04,56
35843,WING HUT,1951 NORTH BROADWAY,40505,605,2005-02-15,2018-05-10,43
35860,F & D MARKET,573 ELM TREE LANE,40508,607,2005-03-11,2021-12-01,165
35891,MINIT MART #662,1998 HARRODSBURG ROAD,40503,607,2005-01-20,2023-03-16,165
35907,TACO BELL #22283,2275 NICHOLASVILLE RD,40503,11,2005-05-23,2025-11-10,100
35972,SANDRA'S CAFE AND DELI,6421 ATHENS-BOONESBORO ROAD,40509,605,2005-03-11,2018-09-18,123
35976,KING MJ FOOD MART LLC,649 GEORGETOWN RD,40508,607,2005-03-09,2025-09-11,119
35978,SQUIRES ELEMENTARY SCHOOL,3337 SQUIRES OAK DR,40515,605,2005-03-16,2025-10-20,84
36043,LEX-AVI FOODSYSTEMS BLDG 32,740 NEW CIRCLE RD  BLDGS 32-35,40511,605,2005-03-10,2019-07-22,57
36048,PORTOFINO,"249 E MAIN ST, STE 102",40507,605,2005-05-11,2019-12-26,107
36067,GREENBRIER COUNTRY CLUB - OUTDOOR WADING,,40509,- OUTDOOR WADING,2025-08-07,2025-08-07,1
36080,TATES CREEK PARK ZERO DEPTH - OUTDOOR,,40502,DEPTH - OUTDOOR,2025-07-07,2025-07-07,1
36088,KYHP - PINK CLOUD - IRONWORKS CAFÉ,4089 IRON WORKS PIKE,40511,11,2005-05-25,2025-12-15,97
36123,SUBWAY #2819,409 WALLER AVENUE,40504,605,2005-06-20,2025-10-14,110
36200,CRUMZZ BAR AND GRILL,"395 SOUTH LIMESTONE, STE. 110",40508,605,2005-01-13,2020-02-21,73
36203,SPARK BY HILTON LEXINGTON HAMBURG,,40505,HAMBURG,2025-11-21,2025-11-21,1
36228,BLACKBURN CORRECTION FACILITY,,40511,FACILITY,2025-10-30,2025-10-30,1
36229,DEEP SPRINGS ELEMENTARY SCHOOL,,40505,SCHOOL,2025-09-17,2025-09-17,1
36232,INSOMNIA COOKIES,433 JERSEY ST,40508,605,2005-05-18,2025-10-22,92
36263,PALOMAR HILLS - OUTDOOR ADULT,,40513,ADULT,2025-08-27,2025-08-27,1
36270,REDROOF INN & SUITES - OUTDOOR,,40505,- OUTDOOR,2025-07-31,2025-07-31,1
36275,SHILLITO PARK CITY POOL - OUTDOOR SHILLITO PARK,,40503,SHILLITO PARK,2025-08-21,2025-08-21,1
36302,D&J'S THE MONTESSORI WAY,550 EUREKA SPRINGS DRIVE,40517,605,2006-11-20,2011-01-10,15
36348,"CHASE, THE",135 NORTH BROADWAY,40507,605,2005-04-25,2013-03-14,10
36365,SQUIRES ELEMENTARY SCHOOL,,40517,,2025-10-20,2025-10-20,1
36515,SIR PIZZA,3341 POST ROAD,40503,605,2005-03-22,2014-05-21,18
36606,NORTH LIME COFFEE & DONUTS,3101 CLAYS MILL ROAD 300A,40503,605,2005-02-09,2025-11-17,92
36607,LEONARDO'S CAFE,120 E. MAIN STREET,40507,605,2005-01-05,2012-04-19,12
36635,RALLY'S #23,2975 RICHMOND ROAD,40509,605,2005-02-15,2022-11-15,119
36726,SKILAR STOP LLC,641 RED MILE ROAD,40504,610,2005-02-10,2023-04-13,46
36806,THE HONEY BAKED HAM COMPANY,2600 NICHOLASVILLE RD,40503,COMPANY,2005-01-10,2025-10-17,113
37018,RICHMOND RD BP,2221 RICHMOND RD,40502,607,2005-01-10,2024-02-13,162
37058,WALNUT HILL DAY SCHOOL,,40515,,2025-12-08,2025-12-08,1
37059,TRINITY CHRISTIAN ACADEMY LOWER SCHOOL,,40515,LOWER SCHOOL,2025-10-10,2025-10-10,1
37068,LUNDY'S CATERING - MOBILE UNIT,1389 PRIDEMORE COURT,40505,605,2009-06-05,2023-10-16,5
37333,CROSSINGS LEXINGTON,117 N LIMESTONE ST,40507,605,2005-03-10,2025-11-03,78
37356,DOUBLE TREE GUEST SUITES,2601 RICHMOND ROAD,40509,11,2005-01-05,2025-08-28,89
37650,CHATHAM'S SOUTHERN COMFORT FOOD,496 EAST HIGH STREET,40507,605,2005-02-04,2017-10-03,45
37812,NORTHPOINT HEALTHCARE CENTER,1500 TRENT BLVD.,40515,605,2005-06-02,2023-10-24,96
37896,CORTO Y LIMA,221 N LIMESTONE ST,40507,605,2005-06-06,2023-12-18,76
38315,ATHENIAN GRILL,313 S ASHLAND AVE,40502,605,2005-01-14,2025-08-25,94
38324,OWL HOOT SHOP,650 KENNEDY RD,40511,605,2005-02-18,2021-03-25,91
38409,BRANDYWINE APT CLUBHOUSE - OUTDOOR,,40515,- OUTDOOR,2025-08-11,2025-08-11,1
38411,BRANDYWINE APT BACK - OUTDOOR,,40515,- OUTDOOR,2025-08-11,2025-08-11,1
38412,PALOMAR HILLS - OUTDOOR WADE,,40513,WADE,2025-08-27,2025-08-27,1
38413,PALOMAR HILLS - OUTDOOR LAP SPARK BY HILTON LEXINGTON HAMBURG-,,40513,SPARK BY HILTON LEXINGTON HAMBURG-,2025-08-27,2025-08-27,1
38415,SPINDLETOP - OUTDOOR WADING GRIFFIN GATE - VILLAGE GREEN,,40511,GRIFFIN GATE - VILLAGE GREEN,2025-07-23,2025-07-23,1
38432,CRACKER BARREL OLD COUNTRY STORE #77,2220 ELKHORN RD,40505,STORE #77,2005-02-28,2025-10-09,176
38434,GREENBRIER CC SNACK BAR,2179 BAHAMA ROAD,40509,11,2005-06-15,2025-08-07,72
38514,FIREBROOK FIREBROOK ESTATES - OUTDOOR,,39401,FIREBROOK ESTATES - OUTDOOR,2025-07-03,2025-07-03,1
38574,TWO KEYS LIQUOR & MERCANTILE,325 S LIMESTONE ST #101,40508,610,2005-05-17,2012-01-03,15
38575,HAPPY DRAGON,1510 NEWTOWN PIKE,40511,605,2005-01-31,2023-01-11,157
38576,CHURCH OF GOD CONCESSION,3500 VERSAILLES RD,40510,11,2017-06-23,2025-11-17,31
38743,YESTERDAYS,410 W VINE ST,40507,605,2005-05-20,2019-10-25,76
38744,INDI'S FAST FOOD,670 NORTH BROADWAY,40508,11,2005-02-11,2025-09-04,119
38961,CENTRAL CHRISITAN CHILD CARE,266 E SHORT ST,40507,605,2005-02-24,2017-09-15,35
38962,JOE BOLOGNA'S RESTAURANT,120 W MAXWELL ST,40508,11,2005-05-18,2024-05-24,107
38966,BAR-Y-DAY CAMP,,40504,,2025-07-24,2025-07-24,1
39211,"TANBARK, THE",1121 TANBARK ROAD,40515,605,2005-05-18,2023-05-26,74
39214,CINCO DE MAYO,122 W. MAXWELL ST.,40508,11,2014-04-25,2025-10-08,94
39671,STORMING CRAB,4009 NICHOLASVILLE RD,40503,11,2005-01-05,2025-07-15,149
39909,WENDY'S RESTAURANT,2296 THUNDERSTICK DRIVE,40505,605,2005-08-24,2025-08-15,89
39910,KOI EXPRESS LEXINGTON INC,3029 RICHMOND ROAD,40509,11,2005-04-18,2024-05-23,111
39912,MINIT MART #681,2297 THUNDERSTICK DRIVE,40505,607,2005-01-18,2023-03-10,233
40343,KROGER L-371,3650 BOSTON ROAD,40514,55,2005-03-09,2025-11-20,165
40357,TACO BELL #31595,1962 HARRODSBURG RD,40503,605,2005-01-24,2025-09-23,111
40531,SAVE A LOT WINCHESTER ROAD,1301 WINCHESTER RD STE #99,40505,610,2005-01-05,2024-01-17,36
40751,KEARNEY HILLS GOLF CONCESSION STAND,3403 KEARNEY ROAD,40511,603,2005-01-25,2023-12-22,96
40797,MOVIE TAVERN,133 N.LOCUST HILL DRIVE,40509,605,2005-01-25,2015-05-11,52
40798,NATIONAL ACADEMY,3500 ARBOR DR,40517,605,2005-03-24,2018-10-24,61
40915,SPEEDWAY #9699,803 SOUTH BROADWAY,40504,54,2005-01-07,2025-12-10,151
40951,LEXINGTON GREEN MOVIES 8,200 LEXINGTON GREEN CIRCLE,40503,605,2005-04-01,2014-04-15,19
41125,MARATHON SPEAKS,1900 NEWTOWN PIKE,40511,607,2005-04-14,2025-10-09,134
41126,BANNERS,3650 BOSTON RD STE A,40514,11,2005-06-16,2025-11-14,100
41167,1 2 3 EARLY CHILDHOOD CENTER,549 HOLLOW CREEK RD,40511,605,2005-05-16,2013-07-22,18
41375,NAZ THREE BP,781 E NEW CIRCLE RD,40505,610,2005-03-29,2025-09-05,229
41379,PANERA BREAD #825,2573 RICHMOND RD STE 100,40502,605,2005-01-05,2023-02-08,98
41435,SUBWAY,3650 BOSTON ROAD,40514,605,2005-01-06,2025-08-04,87
41508,PORTER MEMORIAL BAPTIST CHURCH,4300 NICHOLASVILLE ROAD,,,2016-10-26,2018-05-08,21
41646,OUTBACK STEAKHOUSE #1812,"127 W. TIVERTON DR., STE 184",40503,605,2005-01-10,2019-06-13,67
41689,"ADVENTURE CENTER, LLS",1440 FORBES ROAD,40511,605,2005-01-21,2016-02-17,24
41696,COMFORT INN & SUITES,,40505,,2025-12-08,2025-12-08,1
41700,STOP-N-SHOP GROCERY MARKET,930 WEST HIGH STREET,40508,610,2005-03-25,2012-08-13,35
41853,CHEF DOUG'S GOURMET FOOD,1039 INDUSTRY RD,40505,605,2005-03-10,2020-06-03,64
42004,RACQUET CLUB BAR & GRILL,3900 CROSBY DR,40515,605,2005-01-26,2017-06-01,39
42070,THORNTONS #90,1120 WINCHESTER RD,40505,607,2005-01-03,2025-10-14,182
42078,MINIT MART #671,3790 PALOMAR CENTRE DRIVE,40504,607,2005-02-07,2023-07-21,126
42181,LANCASTER AQUATIC CENTER UK SPORTS CENTER,,,UK SPORTS CENTER,2025-12-11,2025-12-11,1
42242,ANDOVER GOLF AND COUNTRY CLUB,3450 TODDS RD,40509,605,2005-03-24,2016-07-14,36
42361,MINIT MART #665,101 LEXINGTON GREEN,40503,610,2005-03-25,2023-09-13,29
42485,WOODLAND EARLY LEARNING CENTER,575 WOODLAND AVENUE,40502,605,2005-01-31,2025-09-05,80
42487,GOLD STAR CHILI,FAYETTE MALL,40503,605,2005-02-23,2023-11-21,101
42504,DOUBLETREE GUEST SUITES - OUTDOOR SHILLITO PARK APARTMENTS - OUTDOOR,,40509,SHILLITO PARK APARTMENTS - OUTDOOR,2025-08-20,2025-08-20,1
42655,"TOT'S LANDING LEARNING CTR,INC",3501 BEAVER PLACE RD,40503,605,2005-05-23,2024-01-25,71
42656,RALLY'S # 25,410 GEORGETOWN ROAD,40508,605,2005-03-11,2022-11-23,122
42658,P L DUNBAR HIGH SCHOOL,1600 MAN-O-WAR BLVD,40515,605,2016-09-23,2025-09-12,35
42659,P L DUNBAR HIGH SCHOOL,,40515,,2025-09-12,2025-09-12,1
42754,THE LEXINGTON MONTESSORI,,40504,,2025-10-07,2025-10-07,1
42866,CRITCHFIELD MEATS,2220 NICHOLASVILLE RD STE. 166,40503,607,2005-03-21,2020-02-07,107
42873,MCDONALD'S RESTAURANT,3765 PALOMAR CENTRE,40503,605,2005-03-17,2025-08-28,98
42875,FAITH LUTHERAN CHILDCARE MINISTRIES,1000 TATES CREEK RD,40502,11,2005-02-16,2025-11-19,99
43021,LITTLE CAESAR'S PIZZA #1584,115 N. LOCUST HILL,40509,605,2005-02-14,2014-09-22,29
43023,PINE MEADOWS HEALTH CARE,1608 HILL RISE DRIVE,40504,605,2005-03-18,2025-08-08,91
43115,MOE'S SOUTHWEST GRILL,"3401 NICHOLASVILLE RD, FC-6",40503,11,2005-06-08,2024-06-12,116
43116,WALMART #4607 KROGER L-721,3735 PALOMAR CENTER,40503,KROGER L-721,2005-03-14,2025-11-06,146
43117,PANDA GARDEN,3401 NICHOLASVILLE RD FC-10,40503,11,2005-02-23,2025-11-06,137
43118,SBARRO'S ITALIAN EATERY - FAYETTE MALL,FAYETTE MALL,40503,605,2005-05-05,2025-10-02,115
43186,LANA'S BAKE SHOP,3401 NICHOLASVILLE ROAD FC-9,40503,605,2005-06-24,2022-05-09,100
43188,GREEK GYRO'S,3401 NICHOLASVILLE RD STE B202,40503,605,2005-06-08,2013-02-26,23
43189,SARKU JAPAN,"3401 NICHOLASVILLE RD, SP#FC-5",40503,11,2005-02-10,2025-11-21,115
43192,POKE LIFE,3401 NICHOLASVILLE RD STE FL-07,40503,605,2005-03-23,2025-09-12,87
43195,BOMBAY EXPRESS,3401 NICHOLASVILLE RD  UNIT FC-3,40503,605,2005-03-25,2012-07-11,17
43235,STEIN'S,450 SOUTHLAND DRIVE STE B,40503,11,2005-01-11,2025-07-18,89
43370,PAD THAI RESTAURANT,4101 TATES CREEK RD,40517,605,2005-01-06,2011-12-05,18
43388,FAZOLI'S - #1607,3775 HARRODSBURG ROAD,40503,605,2005-03-17,2025-09-24,97
43424,MAXWELL ST. PRESBYTERIAN CHURCH,180 E. MAXWELL STREET,40508,605,2005-03-01,2025-09-05,87
43483,PAPA JOHN'S #54,3735 HARRODSBURG RD #240,40503,605,2005-04-04,2025-10-06,161
43559,LA PETITE ACADEMY,1009 WELLINGTON WAY,40513,605,2005-03-14,2017-10-13,36
43589,SWEET MANGO,389 ROSE STREET,40508,605,2005-03-17,2015-09-01,29
43813,TAZA,543 SOUTH LIMESTONE,40508,605,2005-05-18,2020-02-21,52
43814,SHEPHERD'S HOUSE,154 BONNIE BRAE DRIVE,40508,605,2005-01-07,2018-05-03,53
43877,PLANET THAI,2417 NICHOLASVILLE ROAD,40503,11,2005-01-20,2025-08-13,112
43927,THOMPSON CATERING @TRANE CAFETERIA,1515 MERCER RD,40511,605,2005-01-09,2014-07-21,27
43965,UK BASEBALL CONCESSION STAND,HAGAN BASEBALL STADIUM,40506,605,2005-05-13,2018-05-12,31
44092,"LHY WELLNESS, LLC",2909 RICHMOND ROAD,40509,610,2005-03-07,2023-08-31,28
44178,RESIDENCE INN,1080 NEWTOWN PIKE,40511,54,2005-05-12,2024-05-28,116
44228,KEENELAND CORPORATE BOX,4201 VERSAILLES RD,40510,605,2005-04-14,2025-10-08,99
44250,SWEET CREATIONS BAKERY & EVENTS,2312 PALUMBO DR #110,40509,605,2005-02-03,2024-01-05,128
44287,LEXINGTON GRIFFIN GATE MARRIOTT GOLF COURS KITCHEN,1800 NEWTOWN PIKE,40511,11,2005-01-27,2024-05-23,77
44452,"MIYAKO, LLC",2547 RICHMOND ROAD,40509,11,2005-06-30,2024-06-24,133
44537,COPPERFIELD SWIM CLUB - OUTDOOR,,40514,- OUTDOOR,2025-08-27,2025-08-27,1
44538,COPPERFIELD SWIM CLUB - OUTDOOR WADING,,40514,- OUTDOOR WADING,2025-08-27,2025-08-27,1
44580,ANDOVER POOL SNACK SHOP,3450 TODDS ROAD,40509,603,2005-06-01,2016-06-21,19
44583,CHENGS RESTAURANT,3101 CLAYS MILL RD #302,40503,11,2005-04-29,2025-10-14,108
44641,SUBWAY,1423 - A LEESTOWN ROAD,40511,11,2005-06-08,2025-10-24,117
44650,KROGER L-721,4750 HARTLAND PARKWAY,40515,607,2005-08-01,2023-10-09,163
44731,JOE'S MARKET,215 E. SEVENTH STREET,40508,607,2005-04-06,2023-09-18,252
44742,VALLEY INC,1816 OXFORD CIRCLE,40504,605,2005-02-02,2011-07-26,19
44790,GIUSEPPE'S,4456 NICHOLASVILLE ROAD,40515,11,2005-03-02,2025-07-16,101
44885,PIZZA HUT #2970,3630 BOSTON ROAD,40514,605,2005-01-12,2020-02-05,81
44911,THE OTHER BAR,319 -A S LIMESTONE,40508,605,2005-01-13,2019-04-25,69
44915,PAPA MURPHY'S,4101 TATES CREEK CTR DR #128,40517,605,2005-01-19,2018-06-29,56
45031,WYNDHAM DOWNS - OUTDOOR MAIN,,40514,MAIN,2025-08-27,2025-08-27,1
45032,WYNDHAM DOWNS MAIN POOL- OUTDOOR,,40514,OUTDOOR,2025-08-27,2025-08-27,1
45061,SOUTHERN HILLS UNITED METH.,2356 HARRODSBURG ROAD,40503,605,2005-02-17,2025-09-19,99
45109,KENTUCKY BRATS & DOGS,3330 PARTNER PLACE   STE #19,40503,603,2005-05-13,2017-06-22,46
45117,SAM'S CLUB #8188,1063 NEW CIRCLE RD,40505,607,2005-02-15,2025-12-02,146
45248,WINCHELL'S REST. & SPORTS BAR,348 SOUTHLAND DRIVE,40503,605,2005-03-07,2025-09-15,108
45280,HOOTERS,3101 RICHMOND ROAD STE 15,40509,605,2005-04-18,2025-10-21,131
45419,CONSOLIDATED BAPTIST CHURCH,1625 RUSSELL CAVE RD.,40511,36,2005-03-24,2025-12-02,96
45420,FRIENDSHIP TOWERS @ SAYRE CHRISTIAN VILLAGE,580 GREENFIELD DRIVE,40517,605,2005-02-08,2025-09-04,80
45421,TACO BELL #4653,1065 NEW CIRCLE RD,40505,605,2005-04-06,2025-10-14,104
45453,"HIBACHI BUFFET, INC",180 EAST NEW CIRCLE RD,40505,605,2005-02-16,2023-09-20,212
45621,CHRYSALIS HOUSE/FAMILY PROGRAM,120 CHRYSALIS CT,40508,605,2005-02-01,2021-11-04,68
45726,MI PEQUENA HACIENDA,3501 LANSDOWNE DR,40517,605,2005-01-12,2025-08-12,122
45989,POUR DECISIONS,233 EAST MAIN STREET,40507,605,2021-07-28,2022-03-03,7
46294,PAPA JOHN'S #40,2937 RICHMOND RD,40509,605,2005-01-11,2025-11-18,139
46445,SUBWAY,690 E. NEW CIRCLE RD,40505,605,2005-03-16,2024-01-29,181
46590,FAZOLI'S #1624,2200 NICHOLASVILLE RD.,40503,605,2005-01-05,2025-10-24,111
46591,SUBWAY #7507,"4218 SARON DR., SUITE 2",40515,11,2005-01-25,2025-11-13,126
46762,CHRYSALIS HOUSE,251 E MAXWELL ST,40508,605,2005-02-07,2021-05-26,85
46766,SPEEDWAY #9651,5360 ATHENS-BOONESBORO ROAD,40509,607,2005-06-15,2025-12-01,155
46898,MINIT MART #677,1975 NICHOLASVILLE RD,40503,607,2005-02-16,2023-03-28,174
46959,RABBIT RUN REC CNTR - OUTDOOR WADING,,40503,- OUTDOOR WADING,2025-08-27,2025-08-27,1
46961,RABBIT RUN RECREATION CNTR - OUTDOOR,,40515,CNTR - OUTDOOR,2025-08-27,2025-08-27,1
47024,DEEPROYAL 8 LLC DBA SUBWAY,115 N LOCUST HILL DR  STE #103,40509,605,2005-04-15,2025-08-14,106
47076,TCHOUPITOULAS,1401 N. FORBES ROAD,40511,605,2005-04-08,2017-08-18,37
47138,COMMON GROUNDS COFFEE HOUSE & CAFE',343 EAST HIGH STREET,40507,605,2005-02-23,2021-01-05,92
47139,DARIO'S,1401 HARRODSBURG RD BLDG C,40504,605,2005-06-03,2018-05-01,47
47226,GEORGETOWN CAFE,891 GEORGETOWN ST.,40508,605,2006-03-13,2021-05-24,71
47306,CATHEDRAL KITCHEN- CHRIST THE KING,299 COLONY BLVD,40502,605,2016-10-25,2025-09-30,44
47339,EL CIELO BAR,1418 VILLAGE DRIVE,40504,605,2005-02-07,2014-09-19,21
47340,DOMINO'S PIZZA,828 LANE ALLEN RD,40504,605,2005-06-17,2025-08-07,66
47344,SPEEDWAY #9304,3197 CLAYS MILL RD,40503,607,2005-06-01,2012-02-07,26
47379,"FATBURGER, THE",1539 EASTLAND PKWY STE. 100,40505,605,2005-03-03,2015-06-29,27
47380,THORNTONS #89,441 REDDING ROAD,40517,54,2005-02-01,2025-11-25,126
47447,VIRGINIA PLACE DAY CARE,1156 HORSEMAN'S LANE,40504,605,2005-01-26,2020-01-30,67
47516,RAMSEY'S TC,4053 S #35 TATES CREEK ROAD,40515,605,2005-01-11,2023-06-07,91
47556,FAYETTE CO. CO-OP EXT. SERVICE,1140 HARRY SYKES WAY,40504,605,2005-02-10,2020-10-13,64
47738,CAMPUS KIDS,1165 CENTRE PARKWAY #225,40517,605,2005-01-21,2025-11-06,88
48036,CENTENARY CHURCH,2800 TATES CREEK RD,40502,605,2017-01-05,2025-11-03,39
48041,SCAPA,,40503,,2025-10-20,2025-10-20,1
48160,GOLDEN WOK,3101 RICHMOND ROAD  # 302,40509,11,2005-04-08,2025-11-18,123
48161,RAISING CANE'S CHICKEN FINGERS - C641,2555 NICHOLASVILLE ROAD,40503,605,2005-04-07,2025-08-05,95
48239,NANNY & PAPPY'S FRUIT MARKET,1330 N LIMESTONE ST,40505,610,2005-01-24,2011-04-22,15
48258,SPEEDWAY #9728,3660 BOSTON RD,40514,607,2005-02-11,2025-11-24,130
48277,STEAK EXPRESS,125 SOUTHLAND DRIVE,40503,605,2005-02-07,2025-11-14,126
48291,WALGREENS #18111,3349 TATES CREEK RD,40502,610,2005-05-17,2025-12-09,34
48292,WALGREENS #19741,"3120 PIMLICO PKWY, STE 178",40517,610,2005-02-04,2023-11-30,27
48294,WALGREENS #19672,"4101 TATES CREEK RD, STE 156",40517,610,2005-01-11,2025-12-01,28
48298,RITE AID #1015,3101 CLAYS MILL RD,40503,610,2005-02-14,2016-08-04,22
48299,WALGREENS #19740,3735 PALOMAR CENTER DRIVE-#80,40513,610,2005-05-27,2025-10-31,29
48306,YU YU ASIAN MARKET,"393 WALLER AVE., UNIT 1",40504,610,2006-11-29,2023-08-21,55
48387,ARBY'S,410 W. VINE ST.,40507,605,2005-01-18,2019-11-05,74
48396,BRONTE BISTRO - JOSEPH BETH BOOKSELLERS,161 LEXINGTON GREEN CIRCLE,40503,605,2005-06-16,2025-08-05,126
48510,GIOVANNI'S PIZZA,4214 SARON DR,40515,11,2005-05-06,2025-11-19,82
48520,NEW GREAT WALL,393 WALLER AVE. #14,40504,605,2005-02-22,2020-10-14,141
48565,KID'S PLACE SNACK SHACK,3992 W. TIVERTON COURT,40515,605,2005-06-14,2020-10-16,76
48669,SHILLITO PARK CITY - OUTDOOR SHILLITO PARK WADING,,40503,SHILLITO PARK WADING,2025-08-21,2025-08-21,1
48691,TACO TICO PIMLICO PKWY,3110 PIMLICO PKWY,40517,605,2005-01-25,2025-11-24,74
48726,CARAMEL CARNIVAL,FAYETTE MALL,40503,605,2005-04-01,2014-04-09,20
48765,UNIVERSITY CLUB OF KY,4850 LEESTOWN RD,40511,605,2005-07-25,2025-11-12,106
48825,MINIT MART #678,4201 SARON DRIVE,40515,607,2005-01-21,2023-08-01,168
48865,LITTLE CAESARS PIZZA,2003 VERSAILLES ROAD,40504,605,2005-01-06,2025-10-23,100
48874,LUCKYS MARKET,"1030 S BROADWAY, STE B",40504,607,2005-04-06,2018-03-06,32
49035,MAN-O-WAR GOLF,1201 MAN O'WAR BLVD,40513,610,2005-06-17,2020-11-18,21
49084,TATTOO CHARLIE'S OF LEXINGTON,,40505,LEXINGTON,2025-07-28,2025-07-28,1
49085,SIR PIZZA,1064 S BROADWAY PLACE,40504,605,2005-03-08,2025-10-22,108
49093,FOLIAGE CHINESE RESTAURANT,3650 BOSTON RD  STE H,40514,605,2005-02-25,2025-08-15,96
49129,WATERFORD SWIM AND RACQUET - OUTDOOR,,40515,- OUTDOOR,2025-07-23,2025-07-23,1
49130,WATERFORD SWIM AND RACQUET - OUTDOOR,,40515,- OUTDOOR,2025-07-23,2025-07-23,1
49132,PARKHILL SUBWAY,3120 PIMLICO PKWY    # 144,40517,605,2005-02-22,2023-03-22,105
49170,BELLA CAFE AND GRILL,890 E HIGH ST,40502,11,2005-04-27,2025-08-11,86
49212,ORANGE LEAF FROZEN YOGURT,325 ROMANY RD,40502,605,2005-02-02,2017-04-03,29
49229,ARBY'S - PALOMAR,3745 HARRODSBURG RD,40503,605,2005-02-23,2025-09-04,88
49234,OASIS MEDITERRANIAN  CAFE,868 -B E HIGH ST,40502,605,2005-01-14,2022-07-13,112
49294,DISMAS CHARITIES LEXINGTON,909 GEORGETOWN ROAD,40511,605,2005-01-14,2025-08-18,87
49315,FAMILY DOLLAR STORE #8191,"2051 RICHMOND RD.,STE.105",40502,610,2005-04-04,2024-02-09,33
49479,INTERMEZZO CAFE,120 PATTERSON DRIVE,40506,605,2005-06-15,2022-10-03,62
49545,FAMILY DOLLAR STORE #5187,401 RACE ST,40508,#5187,2005-03-14,2025-10-24,28
49548,WAL-MART STORES #2060,3180 RICHMOND RD,40509,610,2005-05-10,2018-06-13,23
49627,CLARKS PUMP & SHOP #36/CHEVRON,1971 N BROADWAY,40505,607,2005-05-25,2025-08-11,125
49634,KYIRA SUSHI,"1093 S BROADWAY, STE 1150",40504,11,2005-02-01,2025-07-24,97
49684,PENN STATION,2121 RICHMOND RD STE. 100 - IDLE HR CTR,40502,610,2005-01-10,2025-11-03,184
49701,SUBWAY,410 W VINE ST,40507,605,2005-05-19,2019-04-26,69
49749,MR. KAN'S CHINESE FOOD,410 W VINE ST  SUITE 119,40507,605,2005-05-19,2019-10-09,38
49867,PAPA JOHN'S PIZZA #32,1650 BRYAN STATION RD #105,40505,605,2005-03-01,2024-02-01,156
49868,RALLY'S #27,125 NEW CIRCLE RD NE,40505,605,2005-02-01,2022-12-07,159
49872,SHAMROCK BAR & GRILL,4750 HARTLAND PARKWAY #128,40515,605,2005-03-10,2023-09-19,98
49981,CHUY'S LEXINGTON,3841 NICHOLASVILLE CENTER ROAD,40503,605,2005-01-06,2025-07-22,109
50075,CAMPESTRE,910 BEAUMONT CENTRE PARKWAY,40513,11,2005-03-25,2025-08-28,85
50117,KROGER L-359,1650 BRYAN STATION RD,40505,607,2005-02-24,2025-09-04,186
50119,BURGER KING #8249,4200 SARON DR,40515,11,2005-05-19,2025-11-13,102
50229,WAH MEI,"4750 HARTLAND PKWY, STE 110",40515,11,2005-06-02,2025-07-15,137
